currier_language,token,share
B,cheeol,0.0002583534274888047
B,cheeoldy,4.305890458146745e-05
B,cheeool,4.305890458146745e-05
B,cheeor,0.00021529452290733724
B,cheeorfor,4.305890458146745e-05
B,cheeos,0.0002583534274888047
B,cheeoy,4.305890458146745e-05
B,cheepaiin,4.305890458146745e-05
B,cheepchdy,4.305890458146745e-05
B,cheer,8.61178091629349e-05
B,chees,0.0008181191870478815
B,cheesy,4.305890458146745e-05
B,cheeta,4.305890458146745e-05
B,cheetam,4.305890458146745e-05
B,cheetar,4.305890458146745e-05
B,cheeteey,0.00012917671374440234
B,cheety,0.00012917671374440234
B,cheey,0.005511539786427834
B,chef,4.305890458146745e-05
B,chefaiin,4.305890458146745e-05
B,chefain,4.305890458146745e-05
B,chefal,4.305890458146745e-05
B,chefalas,4.305890458146745e-05
B,chefar,4.305890458146745e-05
B,chefchdy,4.305890458146745e-05
B,chefchey,4.305890458146745e-05
B,chefchol,4.305890458146745e-05
B,chefchy,0.00012917671374440234
B,cheg,4.305890458146745e-05
B,chek,0.00012917671374440234
B,chekaiiin,4.305890458146745e-05
B,chekaiin,0.00021529452290733724
B,chekaim,4.305890458146745e-05
B,chekain,0.00030141233207027214
B,chekal,0.000387530141233207
B,chekaly,4.305890458146745e-05
B,chekam,4.305890458146745e-05
B,chekar,0.00030141233207027214
B,chekchdy,4.305890458146745e-05
B,chekcheey,4.305890458146745e-05
B,chekchy,8.61178091629349e-05
B,chekear,4.305890458146745e-05
B,cheked,8.61178091629349e-05
B,chekedy,0.0001722356183258698
B,chekeeal,4.305890458146745e-05
B,chekeedy,0.0001722356183258698
B,chekeek,4.305890458146745e-05
B,chekeey,8.61178091629349e-05
B,chekeody,4.305890458146745e-05
B,chekeor,4.305890458146745e-05
B,chekes,4.305890458146745e-05
B,chekey,0.00021529452290733724
B,chekl,4.305890458146745e-05
B,chekody,4.305890458146745e-05
B,chekol,4.305890458146745e-05
B,chekor,4.305890458146745e-05
B,cheky,0.0019376507061660351
B,chelal,4.305890458146745e-05
B,cheo,0.0014209438511884258
B,cheoaiin,8.61178091629349e-05
B,cheoain,4.305890458146745e-05
B,cheoal,4.305890458146745e-05
B,cheoar,0.00021529452290733724
B,cheock,4.305890458146745e-05
B,cheockhdy,4.305890458146745e-05
B,cheockhy,0.00021529452290733724
B,cheocphy,4.305890458146745e-05
B,cheocthedy,4.305890458146745e-05
B,cheoctheey,4.305890458146745e-05
B,cheocthey,4.305890458146745e-05
B,cheocthy,0.00012917671374440234
B,cheod,0.00012917671374440234
B,cheodaiiin,4.305890458146745e-05
B,cheodaiin,0.00021529452290733724
B,cheodain,0.00021529452290733724
B,cheodal,0.00012917671374440234
B,cheodalol,4.305890458146745e-05
B,cheodar,8.61178091629349e-05
B,cheodchy,4.305890458146745e-05
B,cheodeeey,4.305890458146745e-05
B,cheodeey,4.305890458146745e-05
B,cheodkedy,4.305890458146745e-05
B,cheodl,4.305890458146745e-05
B,cheodoiidaiin,4.305890458146745e-05
B,cheody,0.00219600413365484
B,cheoet,4.305890458146745e-05
B,cheok,4.305890458146745e-05
B,cheokaiim,4.305890458146745e-05
B,cheokaiin,8.61178091629349e-05
B,cheokain,0.0001722356183258698
B,cheokaly,4.305890458146745e-05
B,cheokam,4.305890458146745e-05
B,cheokar,4.305890458146745e-05
B,cheokcheo,4.305890458146745e-05
B,cheokchy,4.305890458146745e-05
B,cheokeain,4.305890458146745e-05
B,cheokedy,8.61178091629349e-05
B,cheokeeo,4.305890458146745e-05
B,cheokeeos,4.305890458146745e-05
B,cheokeey,0.00012917671374440234
B,cheokeol,4.305890458146745e-05
B,cheokey,8.61178091629349e-05
B,cheoky,0.00021529452290733724
B,cheol,0.003918360316913538
B,cheolchal,4.305890458146745e-05
B,cheolchcthy,4.305890458146745e-05
B,cheolchdaiin,4.305890458146745e-05
B,cheolchdy,4.305890458146745e-05
B,cheolchey,4.305890458146745e-05
B,cheoldy,4.305890458146745e-05
B,cheolkain,4.305890458146745e-05
B,cheolkary,4.305890458146745e-05
B,cheolkedy,4.305890458146745e-05
B,cheolkeedy,8.61178091629349e-05
B,cheolkeepchy,4.305890458146745e-05
B,cheolkeey,4.305890458146745e-05
B,cheolor,4.305890458146745e-05
B,cheolshy,4.305890458146745e-05
B,cheoltain,4.305890458146745e-05
B,cheoltar,4.305890458146745e-05
B,cheoltchedaiin,4.305890458146745e-05
B,cheoly,0.00012917671374440234
B,cheom,0.0001722356183258698
B,cheooky,4.305890458146745e-05
B,cheoor,4.305890458146745e-05
B,cheop,4.305890458146745e-05
B,cheopaiin,4.305890458146745e-05
B,cheopcheod,4.305890458146745e-05
B,cheopolteeedy,4.305890458146745e-05
B,cheopy,4.305890458146745e-05
B,cheor,0.0013778849466069584
B,cheoram,4.305890458146745e-05
B,cheory,4.305890458146745e-05
B,cheos,0.0006889424733034792
B,cheosaiin,4.305890458146745e-05
B,cheoseesey,4.305890458146745e-05
B,cheotaiin,4.305890458146745e-05
B,cheotain,4.305890458146745e-05
B,cheotchey,4.305890458146745e-05
B,cheotdaiin,4.305890458146745e-05
B,cheotey,4.305890458146745e-05
B,cheoty,0.0001722356183258698
B,cheotydy,4.305890458146745e-05
B,cheoy,4.305890458146745e-05
B,chep,0.00012917671374440234
B,chepaiin,4.305890458146745e-05
B,chepakeo,4.305890458146745e-05
B,chepar,0.0001722356183258698
B,chepcham,4.305890458146745e-05
B,chepchar,4.305890458146745e-05
B,chepchdy,4.305890458146745e-05
B,chepched,4.305890458146745e-05
B,chepchedy,8.61178091629349e-05
B,chepchefy,4.305890458146745e-05
B,chepchx,4.305890458146745e-05
B,chepchy,4.305890458146745e-05
B,chepol,4.305890458146745e-05
B,chepy,0.00021529452290733724
B,cher,8.61178091629349e-05
B,chery,4.305890458146745e-05
B,ches,0.001162590423699621
B,chesckhy,4.305890458146745e-05
B,cheshy,4.305890458146745e-05
B,chesy,8.61178091629349e-05
B,chet,4.305890458146745e-05
B,chetaiin,8.61178091629349e-05
B,chetain,0.00021529452290733724
B,chetalshy,4.305890458146745e-05
B,chetam,4.305890458146745e-05
B,chetar,0.0001722356183258698
B,chetas,4.305890458146745e-05
B,chetchdy,4.305890458146745e-05
B,chetchey,4.305890458146745e-05
B,chetdy,4.305890458146745e-05
B,chetedar,4.305890458146745e-05
B,chetedy,0.00012917671374440234
B,chetey,0.00012917671374440234
B,chety,0.0006458835687220117
B,chey,0.010764726145366861
B,cheykaiin,4.305890458146745e-05
B,cheykain,4.305890458146745e-05
B,cheykechey,4.305890458146745e-05
B,cheykedy,4.305890458146745e-05
B,cheykeeed,4.305890458146745e-05
B,cheykeeoy,4.305890458146745e-05
B,cheyky,8.61178091629349e-05
B,cheyl,4.305890458146745e-05
B,cheyor,4.305890458146745e-05
B,cheytal,4.305890458146745e-05
B,chfaiin,4.305890458146745e-05
B,chfchol,4.305890458146745e-05
B,chk,4.305890458146745e-05
B,chkaidararal,4.305890458146745e-05
B,chkaiin,0.000387530141233207
B,chkain,0.00047364795039614194
B,chkal,0.00047364795039614194
B,chkaly,4.305890458146745e-05
B,chkam,8.61178091629349e-05
B,chkar,0.0002583534274888047
B,chkarol,4.305890458146745e-05
B,chkas,4.305890458146745e-05
B,chkchedaram,4.305890458146745e-05
B,chkchod,4.305890458146745e-05
B,chkchody,4.305890458146745e-05
B,chkchol,4.305890458146745e-05
B,chkedy,0.00021529452290733724
B,chkeedy,8.61178091629349e-05
B,chkeeey,4.305890458146745e-05
B,chkeey,0.0002583534274888047
B,chkey,8.61178091629349e-05
B,chkol,4.305890458146745e-05
B,chkshy,4.305890458146745e-05
B,chky,0.0006028246641405443
B,chl,0.000861178091629349
B,chlaiiin,4.305890458146745e-05
B,chlal,4.305890458146745e-05
B,chlam,4.305890458146745e-05
B,chlar,8.61178091629349e-05
B,chlchd,4.305890458146745e-05
B,chlchpsheey,4.305890458146745e-05
B,chldaiin,4.305890458146745e-05
B,chll,8.61178091629349e-05
B,chllo,4.305890458146745e-05
B,chlor,4.305890458146745e-05
B,chlr,4.305890458146745e-05
B,chls,8.61178091629349e-05
B,cho,0.0005167068549776093
B,choaiin,0.00021529452290733724
B,choal,4.305890458146745e-05
B,choar,4.305890458146745e-05
B,chocfhdy,4.305890458146745e-05
B,chochs,4.305890458146745e-05
B,chockhar,4.305890458146745e-05
B,chockhdy,4.305890458146745e-05
B,chockhed,4.305890458146745e-05
B,chockhedy,4.305890458146745e-05
B,chockhey,4.305890458146745e-05
B,chockhy,0.00030141233207027214
B,chocpheod,4.305890458146745e-05
B,chocphol,4.305890458146745e-05
B,chocthedy,4.305890458146745e-05
B,chocthey,4.305890458146745e-05
B,chocthy,0.0002583534274888047
B,chod,8.61178091629349e-05
B,chodaiin,0.0006458835687220117
B,chodain,0.00021529452290733724
B,chodal,0.0001722356183258698
B,chodalr,4.305890458146745e-05
B,chodar,0.0002583534274888047
B,choddy,4.305890458146745e-05
B,chodr,4.305890458146745e-05
B,chody,0.00202376851532897
B,choefy,4.305890458146745e-05
B,choekchy,4.305890458146745e-05
B,choetchy,4.305890458146745e-05
B,chofchdy,4.305890458146745e-05
B,chofochcphdy,4.305890458146745e-05
B,choiphy,4.305890458146745e-05
B,chokaiin,0.0003444712366517396
B,chokain,0.00030141233207027214
B,chokair,4.305890458146745e-05
B,chokal,8.61178091629349e-05
B,chokam,4.305890458146745e-05
B,chokar,0.00021529452290733724
B,chokchaiin,4.305890458146745e-05
B,chokchedy,8.61178091629349e-05
B,chokchey,4.305890458146745e-05
B,chokchy,8.61178091629349e-05
B,chokcod,4.305890458146745e-05
B,chokeal,4.305890458146745e-05
B,choked,4.305890458146745e-05
B,chokedair,4.305890458146745e-05
B,chokedy,0.00012917671374440234
B,chokeedy,8.61178091629349e-05
B,chokeeey,4.305890458146745e-05
B,chokeey,0.00021529452290733724
B,chokeol,8.61178091629349e-05
B,chokody,4.305890458146745e-05
B,chokor,0.00012917671374440234
B,choky,0.00030141233207027214
B,chol,0.004262831553565278
B,cholaiim,4.305890458146745e-05
B,cholairy,4.305890458146745e-05
B,cholal,8.61178091629349e-05
B,cholcham,4.305890458146745e-05
B,cholchedy,8.61178091629349e-05
B,cholchey,8.61178091629349e-05
B,choldy,4.305890458146745e-05
B,cholfchy,4.305890458146745e-05
B,cholfor,4.305890458146745e-05
B,cholkaiin,0.0001722356183258698
B,cholkain,8.61178091629349e-05
B,cholkal,8.61178091629349e-05
B,cholkar,8.61178091629349e-05
B,cholkched,4.305890458146745e-05
B,cholkchy,4.305890458146745e-05
B,cholkeedy,8.61178091629349e-05
B,cholkeeedy,4.305890458146745e-05
B,cholkeeey,8.61178091629349e-05
B,cholkeod,4.305890458146745e-05
B,cholkshedy,4.305890458146745e-05
B,cholky,0.0001722356183258698
B,cholo,4.305890458146745e-05
B,cholody,4.305890458146745e-05
B,cholor,0.00012917671374440234
B,choloro,4.305890458146745e-05
B,cholpchd,4.305890458146745e-05
B,chols,4.305890458146745e-05
B,choltal,4.305890458146745e-05
B,choltar,4.305890458146745e-05
B,cholty,4.305890458146745e-05
B,cholxy,4.305890458146745e-05
B,choly,4.305890458146745e-05
B,choody,4.305890458146745e-05
B,chool,4.305890458146745e-05
B,choolkeey,4.305890458146745e-05
B,chopar,4.305890458146745e-05
B,chopchdy,4.305890458146745e-05
B,chopchedy,4.305890458146745e-05
B,chopchey,4.305890458146745e-05
B,chopchy,8.61178091629349e-05
B,chopo,4.305890458146745e-05
B,chor,0.0013778849466069584
B,choraiin,4.305890458146745e-05
B,chorar,4.305890458146745e-05
B,chorchor,4.305890458146745e-05
B,chorol,8.61178091629349e-05
B,chorolk,4.305890458146745e-05
B,chos,0.0005167068549776093
B,chosaiin,8.61178091629349e-05
B,chot,4.305890458146745e-05
B,chotaiin,0.00012917671374440234
B,chotain,0.00012917671374440234
B,chotair,4.305890458146745e-05
B,chotal,0.0001722356183258698
B,chotam,8.61178091629349e-05
B,chotar,0.0002583534274888047
B,chotchdy,8.61178091629349e-05
B,chotchedy,4.305890458146745e-05
B,chotchs,4.305890458146745e-05
B,chotedy,4.305890458146745e-05
B,choteey,4.305890458146745e-05
B,chotehy,4.305890458146745e-05
B,chotey,4.305890458146745e-05
B,choto,4.305890458146745e-05
B,chotshe,4.305890458146745e-05
B,choty,0.0005167068549776093
B,chotyr,4.305890458146745e-05
B,choy,8.61178091629349e-05
B,choypshedy,4.305890458146745e-05
B,chpadar,4.305890458146745e-05
B,chpaiikey,4.305890458146745e-05
B,chpaiin,4.305890458146745e-05
B,chpal,4.305890458146745e-05
B,chpchar,4.305890458146745e-05
B,chpchedy,4.305890458146745e-05
B,chpcheod,4.305890458146745e-05
B,chpcheor,4.305890458146745e-05
B,chpchs,4.305890458146745e-05
B,chpchshdy,4.305890458146745e-05
B,chpchy,0.00012917671374440234
B,chpeeeey,4.305890458146745e-05
B,chpkcheos,4.305890458146745e-05
B,chpor,4.305890458146745e-05
B,chpsheedy,4.305890458146745e-05
B,chpy,4.305890458146745e-05
B,chr,0.00021529452290733724
B,chry,4.305890458146745e-05
B,chs,0.00030141233207027214
B,chsaly,4.305890458146745e-05
B,chsamoky,4.305890458146745e-05
B,chsd,4.305890458146745e-05
B,chsdy,8.61178091629349e-05
B,chsey,4.305890458146745e-05
B,chshd,4.305890458146745e-05
B,chsho,4.305890458146745e-05
B,chshy,4.305890458146745e-05
B,chsky,8.61178091629349e-05
B,chsy,4.305890458146745e-05
B,chtaiin,8.61178091629349e-05
B,chtaiir,4.305890458146745e-05
B,chtain,8.61178091629349e-05
B,chtair,4.305890458146745e-05
B,chtal,0.0002583534274888047
B,chtar,8.61178091629349e-05
B,chtchol,4.305890458146745e-05
B,chtchy,4.305890458146745e-05
B,chtedy,8.61178091629349e-05
B,chtedytar,4.305890458146745e-05
B,chteey,4.305890458146745e-05
B,chteody,4.305890458146745e-05
B,chtey,4.305890458146745e-05
B,chtl,8.61178091629349e-05
B,chtol,0.00012917671374440234
B,chtorol,4.305890458146745e-05
B,chty,0.0002583534274888047
B,chxar,4.305890458146745e-05
B,chy,0.001550120564932828
B,chykaiin,4.305890458146745e-05
B,chykeedy,4.305890458146745e-05
B,chykeor,4.305890458146745e-05
B,chym,4.305890458146745e-05
B,chypchey,4.305890458146745e-05
B,chyteey,4.305890458146745e-05
B,chyteody,4.305890458146745e-05
B,chyty,4.305890458146745e-05
B,ckhain,4.305890458146745e-05
B,ckhal,4.305890458146745e-05
B,ckhar,4.305890458146745e-05
B,ckhcfhhy,4.305890458146745e-05
B,ckhchdy,4.305890458146745e-05
B,ckhddl,4.305890458146745e-05
B,ckhdy,0.0001722356183258698
B,ckhedy,0.0001722356183258698
B,ckheey,8.61178091629349e-05
B,ckheol,4.305890458146745e-05
B,ckheos,4.305890458146745e-05
B,ckhey,0.00012917671374440234
B,ckhol,4.305890458146745e-05
B,ckhor,4.305890458146745e-05
B,ckhy,0.0004305890458146745
B,ckhydy,4.305890458146745e-05
B,ckol,4.305890458146745e-05
B,cpchy,4.305890458146745e-05
B,cphaiin,4.305890458146745e-05
B,cphal,4.305890458146745e-05
B,cphan,4.305890458146745e-05
B,cphar,4.305890458146745e-05
B,cphdor,4.305890458146745e-05
B,cphedom,4.305890458146745e-05
B,cphedy,0.0003444712366517396
B,cpheesy,4.305890458146745e-05
B,cpheo,4.305890458146745e-05
B,cpheody,4.305890458146745e-05
B,cpheor,4.305890458146745e-05
B,cphey,8.61178091629349e-05
B,cphheg,4.305890458146745e-05
B,cphhofy,4.305890458146745e-05
B,cphhy,4.305890458146745e-05
B,cphoal,4.305890458146745e-05
B,cphochy,4.305890458146745e-05
B,cphody,4.305890458146745e-05
B,cphoithy,4.305890458146745e-05
B,cphol,8.61178091629349e-05
B,cpholkaiin,4.305890458146745e-05
B,cpholrory,4.305890458146745e-05
B,cphor,4.305890458146745e-05
B,cphy,0.00012917671374440234
B,cs,0.00012917671374440234
B,cseam,4.305890458146745e-05
B,cseckhdy,4.305890458146745e-05
B,csedar,4.305890458146745e-05
B,csedly,4.305890458146745e-05
B,csedy,0.00021529452290733724
B,cseedy,4.305890458146745e-05
B,cseeky,8.61178091629349e-05
B,cseeod,4.305890458146745e-05
B,cseey,8.61178091629349e-05
B,cseol,4.305890458146745e-05
B,ctechy,4.305890458146745e-05
B,cthal,4.305890458146745e-05
B,cthan,4.305890458146745e-05
B,cthar,0.0001722356183258698
B,ctharad,4.305890458146745e-05
B,cthcthey,4.305890458146745e-05
B,cthdaly,4.305890458146745e-05
B,cthdy,0.0003444712366517396
B,cthedy,0.000387530141233207
B,ctheety,4.305890458146745e-05
B,ctheey,8.61178091629349e-05
B,ctheor,4.305890458146745e-05
B,cther,4.305890458146745e-05
B,cthes,4.305890458146745e-05
B,cthey,0.000387530141233207
B,cthhy,8.61178091629349e-05
B,cthoepain,4.305890458146745e-05
B,cthol,0.0001722356183258698
B,ctholcthy,4.305890458146745e-05
B,cthor,0.00012917671374440234
B,cthy,0.0002583534274888047
B,d,0.00030141233207027214
B,da,0.0001722356183258698
B,daar,4.305890458146745e-05
B,dackhy,4.305890458146745e-05
B,dadam,4.305890458146745e-05
B,dady,8.61178091629349e-05
B,dag,4.305890458146745e-05
B,daichy,4.305890458146745e-05
B,daiidy,0.00012917671374440234
B,daiiidy,4.305890458146745e-05
B,daiiils,4.305890458146745e-05
B,daiiin,0.00030141233207027214
B,daiiiny,4.305890458146745e-05
B,daiiiolkaiin,4.305890458146745e-05
B,daiil,4.305890458146745e-05
B,daiim,4.305890458146745e-05
B,daiin,0.013563554943162246
B,daiindy,8.61178091629349e-05
B,daiinls,4.305890458146745e-05
B,daiir,0.00030141233207027214
B,daiiral,8.61178091629349e-05
B,daiis,0.00012917671374440234
B,daikhyky,4.305890458146745e-05
B,dail,4.305890458146745e-05
B,daildain,4.305890458146745e-05
B,daim,0.0001722356183258698
B,dain,0.004908715122287289
B,daindl,4.305890458146745e-05
B,dainy,4.305890458146745e-05
B,dair,0.0021098863244919048
B,dairair,4.305890458146745e-05
B,dairal,0.00012917671374440234
B,dairam,4.305890458146745e-05
B,dairar,8.61178091629349e-05
B,dairchey,4.305890458146745e-05
B,dairiy,4.305890458146745e-05
B,dairody,0.00012917671374440234
B,dairol,4.305890458146745e-05
B,dairom,4.305890458146745e-05
B,dairy,8.61178091629349e-05
B,dairydy,4.305890458146745e-05
B,daisam,4.305890458146745e-05
B,daisoldy,4.305890458146745e-05
B,dakar,4.305890458146745e-05
B,dal,0.00572683430933517
B,dalaiin,8.61178091629349e-05
B,dalain,4.305890458146745e-05
B,dalal,0.00012917671374440234
B,dalam,0.00012917671374440234
B,dalar,4.305890458146745e-05
B,dalary,4.305890458146745e-05
B,dalchckhy,4.305890458146745e-05
B,dalchd,4.305890458146745e-05
B,dalchdy,0.00012917671374440234
B,dalched,4.305890458146745e-05
B,dalchedy,0.0001722356183258698
B,dalcheeeky,4.305890458146745e-05
B,dalchy,4.305890458146745e-05
B,daldar,4.305890458146745e-05
B,daldeam,4.305890458146745e-05
B,daldy,0.000387530141233207
B,dalfchy,4.305890458146745e-05
B,dalkain,4.305890458146745e-05
B,dalkal,4.305890458146745e-05
B,dalkalytam,4.305890458146745e-05
B,dalkar,0.00012917671374440234
B,dalkedy,8.61178091629349e-05
B,dalkeeey,4.305890458146745e-05
B,dalkshdy,4.305890458146745e-05
B,dalky,4.305890458146745e-05
B,dalmy,4.305890458146745e-05
B,dalo,8.61178091629349e-05
B,dalocthhy,4.305890458146745e-05
B,dalohey,4.305890458146745e-05
B,daloky,4.305890458146745e-05
B,dalol,0.00021529452290733724
B,dalom,8.61178091629349e-05
B,dalor,0.0001722356183258698
B,dalorain,4.305890458146745e-05
B,dalr,4.305890458146745e-05
B,dals,4.305890458146745e-05
B,dalshal,4.305890458146745e-05
B,dalshdy,8.61178091629349e-05
B,dalshedo,4.305890458146745e-05
B,dalshedy,4.305890458146745e-05
B,dalshy,4.305890458146745e-05
B,daltedy,4.305890458146745e-05
B,dalteoshy,4.305890458146745e-05
B,daly,0.000775060282466414
B,dam,0.0018084739924216328
B,damom,4.305890458146745e-05
B,dan,8.61178091629349e-05
B,daoly,4.305890458146745e-05
B,dar,0.00809507406131588
B,dara,4.305890458146745e-05
B,daraiin,4.305890458146745e-05
B,darailchedy,4.305890458146745e-05
B,darair,4.305890458146745e-05
B,daral,4.305890458146745e-05
B,daraloikhy,4.305890458146745e-05
B,daram,0.00012917671374440234
B,darar,4.305890458146745e-05
B,darchdar,4.305890458146745e-05
B,darchedy,8.61178091629349e-05
B,darcheedal,4.305890458146745e-05
B,darchey,4.305890458146745e-05
B,darchy,4.305890458146745e-05
B,dardam,4.305890458146745e-05
B,dardy,4.305890458146745e-05
B,dardyr,4.305890458146745e-05
B,dariin,4.305890458146745e-05
B,dario,4.305890458146745e-05
B,daro,4.305890458146745e-05
B,daroal,4.305890458146745e-05
B,darod,4.305890458146745e-05
B,darol,8.61178091629349e-05
B,darolsy,4.305890458146745e-05
B,darom,8.61178091629349e-05
B,daror,8.61178091629349e-05
B,darordaiin,4.305890458146745e-05
B,darory,4.305890458146745e-05
B,darshey,4.305890458146745e-05
B,dary,0.0006028246641405443
B,daryry,4.305890458146745e-05
B,das,0.00012917671374440234
B,dasam,4.305890458146745e-05
B,dasar,4.305890458146745e-05
B,dasd,4.305890458146745e-05
B,dasy,4.305890458146745e-05
B,day,4.305890458146745e-05
B,dchckhedy,4.305890458146745e-05
B,dchdal,4.305890458146745e-05
B,dchdaldy,4.305890458146745e-05
B,dchdar,8.61178091629349e-05
B,dchdas,4.305890458146745e-05
B,dchdor,4.305890458146745e-05
B,dchdy,0.00030141233207027214
B,dcheckhey,4.305890458146745e-05
B,dched,0.00012917671374440234
B,dchedaiin,4.305890458146745e-05
B,dchedain,4.305890458146745e-05
B,dchedaly,4.305890458146745e-05
B,dchedar,4.305890458146745e-05
B,dchedy,0.0011195315191181536
B,dchee,4.305890458146745e-05
B,dcheedy,0.00012917671374440234
B,dcheeky,4.305890458146745e-05
B,dcheeody,4.305890458146745e-05
B,dcheeokeody,4.305890458146745e-05
B,dcheeos,4.305890458146745e-05
B,dcheeoy,4.305890458146745e-05
B,dchees,4.305890458146745e-05
B,dcheey,0.0002583534274888047
B,dchefoey,4.305890458146745e-05
B,dchekcsdy,4.305890458146745e-05
B,dcheo,0.00012917671374440234
B,dcheoain,4.305890458146745e-05
B,dcheod,4.305890458146745e-05
B,dcheodl,4.305890458146745e-05
B,dcheody,4.305890458146745e-05
B,dcheol,0.00030141233207027214
B,dcheor,4.305890458146745e-05
B,dcheos,4.305890458146745e-05
B,dcheoty,4.305890458146745e-05
B,dchey,0.0002583534274888047
B,dcheytain,4.305890458146745e-05
B,dchodees,4.305890458146745e-05
B,dchody,4.305890458146745e-05
B,dchokol,4.305890458146745e-05
B,dchol,0.0001722356183258698
B,dchor,4.305890458146745e-05
B,dchos,8.61178091629349e-05
B,dchy,8.61178091629349e-05
B,dchykey,4.305890458146745e-05
B,dckhy,4.305890458146745e-05
B,dcsedy,4.305890458146745e-05
B,decthdy,4.305890458146745e-05
B,dedy,8.61178091629349e-05
B,deeal,4.305890458146745e-05
B,deedar,4.305890458146745e-05
B,deedes,4.305890458146745e-05
B,deedy,8.61178091629349e-05
B,deeedy,8.61178091629349e-05
B,deeo,4.305890458146745e-05
B,deeol,4.305890458146745e-05
B,deey,0.00012917671374440234
B,dery,4.305890458146745e-05
B,deshedy,4.305890458146745e-05
B,diir,4.305890458146745e-05
B,dkain,8.61178091629349e-05
B,dkair,4.305890458146745e-05
B,dkam,4.305890458146745e-05
B,dkar,4.305890458146745e-05
B,dkarar,4.305890458146745e-05
B,dkchs,4.305890458146745e-05
B,dkedam,4.305890458146745e-05
B,dkedy,8.61178091629349e-05
B,dkeey,4.305890458146745e-05
B,dkshey,8.61178091629349e-05
B,dl,0.0006458835687220117
B,dlar,4.305890458146745e-05
B,dlchd,8.61178091629349e-05
B,dlchy,4.305890458146745e-05
B,dld,4.305890458146745e-05
B,dlkal,4.305890458146745e-05
B,dlls,4.305890458146745e-05
B,dlr,4.305890458146745e-05
B,dlshedy,4.305890458146745e-05
B,dly,4.305890458146745e-05
B,dm,8.61178091629349e-05
B,do,8.61178091629349e-05
B,doaiin,4.305890458146745e-05
B,doctho,4.305890458146745e-05
B,dodar,4.305890458146745e-05
B,dodl,4.305890458146745e-05
B,dody,0.0001722356183258698
B,dodyd,4.305890458146745e-05
B,doee,4.305890458146745e-05
B,doeedey,4.305890458146745e-05
B,doi,4.305890458146745e-05
B,doiiin,4.305890458146745e-05
B,doiin,0.0001722356183258698
B,doiis,4.305890458146745e-05
B,doin,8.61178091629349e-05
B,doiros,4.305890458146745e-05
B,dokal,4.305890458146745e-05
B,dokedy,4.305890458146745e-05
B,dol,0.00219600413365484
B,dolar,4.305890458146745e-05
B,dolchedy,8.61178091629349e-05
B,dolcheedy,4.305890458146745e-05
B,dolchl,4.305890458146745e-05
B,dold,4.305890458146745e-05
B,doldy,4.305890458146745e-05
B,doledy,4.305890458146745e-05
B,dolfchedy,4.305890458146745e-05
B,dolkain,4.305890458146745e-05
B,dolkchy,4.305890458146745e-05
B,dolkedy,4.305890458146745e-05
B,dolkeedy,4.305890458146745e-05
B,dolol,4.305890458146745e-05
B,dolor,8.61178091629349e-05
B,dolr,4.305890458146745e-05
B,dolshed,4.305890458146745e-05
B,dolshedy,8.61178091629349e-05
B,doltshdy,4.305890458146745e-05
B,dor,0.0009472959007922839
B,doraiin,4.305890458146745e-05
B,dorchdy,4.305890458146745e-05
B,dorkcheky,4.305890458146745e-05
B,dorshefy,4.305890458146745e-05
B,dos,4.305890458146745e-05
B,dotedy,4.305890458146745e-05
B,doteey,4.305890458146745e-05
B,dpchedy,4.305890458146745e-05
B,dr,4.305890458146745e-05
B,drol,4.305890458146745e-05
B,dsechey,4.305890458146745e-05
B,dshdy,8.61178091629349e-05
B,dsheckhy,4.305890458146745e-05
B,dshedal,4.305890458146745e-05
B,dshedy,0.0015070616603513607
B,dsheedal,4.305890458146745e-05
B,dsheedy,0.0001722356183258698
B,dsheeo,4.305890458146745e-05
B,dsheeoteey,4.305890458146745e-05
B,dshees,8.61178091629349e-05
B,dsheey,0.0002583534274888047
B,dsheo,8.61178091629349e-05
B,dsheodar,4.305890458146745e-05
B,dsheody,4.305890458146745e-05
B,dsheol,0.00030141233207027214
B,dsheoy,4.305890458146745e-05
B,dshes,4.305890458146745e-05
B,dshey,0.0004305890458146745
B,dshol,0.00012917671374440234
B,dsholyd,4.305890458146745e-05
B,dshor,0.00012917671374440234
B,dtal,4.305890458146745e-05
B,dtedair,4.305890458146745e-05
B,dxar,4.305890458146745e-05
B,dy,0.0047364795039614195
B,dyaiin,4.305890458146745e-05
B,dyair,4.305890458146745e-05
B,dychedy,8.61178091629349e-05
B,dychy,4.305890458146745e-05
B,dydaim,4.305890458146745e-05
B,dydy,4.305890458146745e-05
B,dydydy,4.305890458146745e-05
B,dyfchdy,4.305890458146745e-05
B,dykaiin,4.305890458146745e-05
B,dykain,4.305890458146745e-05
B,dykaly,4.305890458146745e-05
B,dykedy,8.61178091629349e-05
B,dykeedain,4.305890458146745e-05
B,dykeedy,8.61178091629349e-05
B,dykey,4.305890458146745e-05
B,dykshy,4.305890458146745e-05
B,dyky,0.00012917671374440234
B,dylches,4.305890458146745e-05
B,dym,4.305890458146745e-05
B,dys,4.305890458146745e-05
B,dytain,4.305890458146745e-05
B,dytary,4.305890458146745e-05
B,dytchdy,4.305890458146745e-05
B,dytedy,8.61178091629349e-05
B,dyteey,8.61178091629349e-05
B,dytey,4.305890458146745e-05
B,dytshedy,4.305890458146745e-05
B,dytshy,4.305890458146745e-05
B,dyty,4.305890458146745e-05
B,dytydy,4.305890458146745e-05
