currier_language,token,count
A,ykeoldy,1
A,ykeor,7
A,ykey,3
A,ykhor,1
A,ykoaiin,1
A,ykocfhy,1
A,ykodair,1
A,ykodar,1
A,ykody,2
A,ykoear,1
A,ykoiin,3
A,ykol,10
A,ykoldam,1
A,ykolody,1
A,ykoly,1
A,ykor,5
A,ykory,1
A,yksh,1
A,yksheey,1
A,yksho,1
A,ykshol,1
A,ykshy,2
A,yky,11
A,ykychy,1
A,ykyd,1
A,ykyka,1
A,ykykaiin,1
A,yl,1
A,ylam,1
A,ylg,1
A,yoar,1
A,yodaiin,1
A,yoees,1
A,yoiin,1
A,yokalod,1
A,yokeeol,1
A,yokeey,1
A,yokeody,1
A,yokor,1
A,yol,1
A,yolkol,1
A,yor,2
A,yorain,1
A,yotaiin,1
A,ypaim,1
A,ypal,1
A,ypar,1
A,ypch,1
A,ypchaiin,1
A,ypchal,1
A,ypchar,1
A,ypchedy,1
A,ypcheey,1
A,ypchey,2
A,ypchocf,1
A,ypchocpheosaiin,1
A,ypchol,3
A,ypcholdy,1
A,ypcholy,1
A,ypchor,1
A,ypchy,3
A,ypod,1
A,ypory,1
A,ypsholy,1
A,yqokaly,1
A,yroleeey,1
A,ys,1
A,ysaiin,3
A,ysarasod,1
A,yshain,1
A,yshealkair,1
A,ysheees,1
A,ysheeo,1
A,ysheey,1
A,ysheockhy,1
A,ysheod,1
A,ysheol,1
A,ysheor,1
A,yshey,1
A,ysho,3
A,yshol,2
A,ysholshy,1
A,yshor,1
A,yshy,1
A,yta,1
A,ytaiin,13
A,ytain,2
A,ytaipom,1
A,ytair,1
A,ytal,8
A,ytalar,1
A,ytalody,1
A,ytaly,1
A,ytam,4
A,ytar,5
A,ytarem,1
A,ytashy,1
A,ytch,1
A,ytchaiin,1
A,ytchaly,1
A,ytchar,1
A,ytchas,1
A,ytchchy,1
A,ytchdam,1
A,ytchdy,1
A,ytcheear,1
A,ytcheey,1
A,ytcheo,1
A,ytchey,5
A,ytchl,1
A,ytcho,2
A,ytchodaiin,1
A,ytchody,4
A,ytchoky,1
A,ytchol,5
A,ytchom,1
A,ytchor,12
A,ytchos,1
A,ytchoy,2
A,ytchy,13
A,ytchyd,1
A,ytdg,1
A,yteair,1
A,yteal,1
A,yteam,1
A,ytear,1
A,yteeay,1
A,yteeodal,1
A,yteeody,2
A,yteeoldy,1
A,yteeor,1
A,yteeos,1
A,yteey,3
A,yteochy,1
A,yteodaiin,1
A,yteodain,1
A,yteodam,1
A,yteody,2
A,yteol,4
A,yteold,1
A,yteoldy,1
A,yteor,3
A,yteos,1
A,ytey,5
A,yto,2
A,ytod,1
A,ytoda,1
A,ytodaiin,2
A,ytodaly,1
A,ytody,3
A,ytoiiin,1
A,ytoiin,3
A,ytol,11
A,ytolaiir,1
A,ytoldy,5
A,ytolkal,1
A,ytom,1
A,ytor,10
A,ytorory,1
A,ytoryd,1
A,ytoy,1
A,ytsho,2
A,ytshy,2
A,yty,11
A,ytychy,1
A,ytydy,1
A,zepchy,1
B,acheody,1
B,acthedy,1
B,adam,2
B,adar,1
B,adchey,1
B,adeeody,1
B,ador,1
B,ady,1
B,aeeodeey,1
B,ag,1
B,aicky,1
B,aifhhy,1
B,aifhy,1
B,aiichy,1
B,aiicthy,1
B,aiidy,2
B,aiiikhedy,1
B,aiiiky,1
B,aiiin,37
B,aiiinro,1
B,aiikam,1
B,aiil,1
B,aiildy,1
B,aiily,1
B,aiim,2
B,aiin,352
B,aiinal,1
B,aiinog,1
B,aiiny,2
B,aiip,1
B,aiir,16
B,aiiral,1
B,aiiraly,1
B,aiirchar,1
B,aiirody,1
B,aiirol,1
B,aiiry,1
B,aiis,2
B,aiisaim,1
B,aiisockhy,1
B,aiisod,1
B,aikhdy,1
B,aikhy,2
B,ail,5
B,aildy,2
B,aim,4
B,ain,80
B,aindar,1
B,aiodam,1
B,aiphhey,1
B,aiphy,1
B,air,48
B,airal,2
B,airod,2
B,airody,3
B,airol,1
B,airols,1
B,airorlchy,1
B,airoy,1
B,airy,1
B,aisam,1
B,aithchr,1
B,aithy,4
B,aiy,1
B,akaiiky,1
B,akaiin,1
B,akain,1
B,akair,1
B,akal,1
B,akar,2
B,akarar,1
B,akchedy,1
B,akchy,1
B,akey,1
B,aky,1
B,al,186
B,alaiiin,1
B,alaiin,3
B,alain,3
B,alair,1
B,alal,1
B,alaldy,1
B,alalor,1
B,alam,5
B,alar,2
B,alchd,1
B,alchdy,2
B,alched,1
B,alchedar,1
B,alchedy,4
B,alcheey,1
B,alches,1
B,alchey,2
B,alchky,1
B,alchl,1
B,alchor,2
B,ald,2
B,aldalosam,1
B,aldar,2
B,aldy,6
B,aldydy,1
B,aleey,1
B,alfo,1
B,alfshed,1
B,alkaiin,5
B,alkain,7
B,alkair,1
B,alkal,1
B,alkam,5
B,alkan,1
B,alkar,3
B,alkchdy,1
B,alkedy,2
B,alkeear,1
B,alkeedy,4
B,alkeeol,1
B,alkeey,1
B,alkey,2
B,alkol,1
B,alky,3
B,allkeam,1
B,ally,1
B,alo,2
B,aloal,1
B,alod,2
B,alodam,1
B,alodar,1
B,alody,4
B,aloees,1
B,alog,1
B,aloiiin,1
B,aloiin,1
B,alol,8
B,alold,1
B,aloldy,1
B,alolfchy,1
B,alolor,1
B,alolshedy,1
B,alom,5
B,alor,4
B,alory,1
B,alosheey,1
B,alpchdar,1
B,alpchdy,1
B,als,3
B,alshdr,1
B,alshedy,1
B,alshees,1
B,alshey,2
B,alshy,1
B,aly,17
B,alys,1
B,am,55
B,amam,1
B,aman,1
B,amchd,1
B,amchy,1
B,amd,1
B,amg,1
B,amod,1
B,amom,1
B,an,4
B,aol,1
B,aporair,1
B,apy,1
B,ar,250
B,araiin,10
B,arain,2
B,arair,1
B,arakaiin,1
B,aral,11
B,aralary,1
B,arald,1
B,aralos,1
B,arals,1
B,aram,8
B,arar,6
B,araral,1
B,araram,1
B,arcsy,1
B,aree,1
B,ariin,1
B,arl,2
B,aro,1
B,arod,2
B,arodl,2
B,arodly,1
B,arody,11
B,aroiin,1
B,arol,10
B,arolkeey,1
B,arolky,1
B,aror,6
B,arorochees,1
B,arorsheey,1
B,aroshy,1
B,aroteey,1
B,arotey,1
B,arsheg,1
B,arshey,1
B,arxor,1
B,ary,16
B,aryly,1
B,as,4
B,aty,3
B,axor,1
B,ay,1
B,c,2
B,cfhdorol,1
B,cfhdy,1
B,cfheey,1
B,cfhekchdy,1
B,cfheo,1
B,cfhol,1
B,cfhyaiin,1
B,ch,2
B,chady,1
B,chaiiin,1
B,chaiin,10
B,chaim,1
B,chain,8
B,chakain,1
B,chal,28
B,chalal,1
B,chalg,1
B,chalkain,1
B,chalkar,2
B,chalkeedy,1
B,chalkeeedy,1
B,chalkeey,1
B,chaloly,1
B,chalor,1
B,chalr,1
B,chals,1
B,chaly,1
B,cham,6
B,chan,2
B,chap,1
B,char,36
B,charaiin,1
B,charain,3
B,charam,3
B,charor,1
B,chary,2
B,chas,1
B,chataiin,1
B,chcfhdy,1
B,chcfheor,1
B,chcfhey,1
B,chcfhhy,1
B,chcfhol,1
B,chcfhor,1
B,chcfhy,2
B,chchdy,1
B,chcheey,1
B,chcheky,1
B,chchky,1
B,chchty,1
B,chchy,1
B,chck,1
B,chckh,1
B,chckhaiin,3
B,chckhal,5
B,chckham,1
B,chckhd,4
B,chckhdy,13
B,chckheal,1
B,chckhedy,11
B,chckheed,1
B,chckheody,1
B,chckhey,26
B,chckhhhy,1
B,chckhhy,5
B,chckhoda,1
B,chckhody,1
B,chckhol,1
B,chckhom,1
B,chckhor,1
B,chckhy,120
B,chckhyd,1
B,chckhyfchy,1
B,chcpaiin,1
B,chcpham,1
B,chcphar,1
B,chcphdar,1
B,chcphdy,2
B,chcphedy,3
B,chcphey,3
B,chcphhdy,1
B,chcphhy,2
B,chcphy,6
B,chct,2
B,chcta,1
B,chctey,1
B,chcthain,1
B,chcthal,1
B,chctham,2
B,chcthar,1
B,chcthd,1
B,chcthdy,7
B,chcthed,1
B,chcthedy,7
B,chcthey,5
B,chcthhy,5
B,chcthihy,1
B,chctho,1
B,chcthody,1
B,chcthy,56
B,chd,7
B,chdaiin,16
B,chdain,8
B,chdair,2
B,chdairod,1
B,chdal,19
B,chdalal,1
B,chdalchdy,1
B,chdaldy,1
B,chdalkair,1
B,chdalor,1
B,chdaly,3
B,chdam,10
B,chdar,18
B,chdarol,1
B,chdchdy,1
B,chdchy,1
B,chddy,1
B,chdedy,2
B,chdeey,1
B,chdo,1
B,chdodaiin,1
B,chdody,1
B,chdol,2
B,chdolaiin,1
B,chdor,8
B,chdos,1
B,chdy,134
B,chdykchedy,1
B,chdypdaiin,1
B,chdyshdy,1
B,che,1
B,cheady,1
B,cheaiin,1
B,cheaikhy,1
B,cheal,22
B,chealol,1
B,chealor,1
B,chealror,1
B,chealy,3
B,cheam,3
B,cheamar,1
B,chear,26
B,chearaiin,1
B,cheary,1
B,checfhy,1
B,chechdaiin,1
B,chechey,2
B,chechol,1
B,chechy,1
B,checkhd,1
B,checkhdy,2
B,checkhed,2
B,checkhedy,1
B,checkhey,7
B,checkho,1
B,checkhol,2
B,checkhy,45
B,checphedy,1
B,checphey,2
B,checthal,1
B,chectham,1
B,checthdy,1
B,checthedy,2
B,checthey,4
B,checthy,27
B,ched,21
B,cheda,1
B,chedacphy,1
B,chedaiiin,2
B,chedaiin,27
B,chedain,17
B,chedair,1
B,chedal,21
B,chedalkedy,1
B,chedalos,1
B,chedaly,1
B,chedam,6
B,chedan,1
B,chedar,28
B,chedchey,1
B,chedchy,1
B,chedees,1
B,chedeey,1
B,chedey,1
B,chedkain,1
B,chedkaly,1
B,chedkel,1
B,chedky,1
B,chedl,1
B,chedo,1
B,chedol,6
B,chedor,2
B,chedos,1
B,cheds,1
B,chedy,491
B,chedydy,1
B,chedykar,1
B,chedyl,1
B,chedyor,1
B,chedyr,1
B,chedyteokain,1
B,chedytey,1
B,chedyty,1
B,chee,1
B,cheeaiin,2
B,cheeal,1
B,cheear,1
B,cheed,2
B,cheedaiin,4
B,cheedain,2
B,cheedalaiin,1
B,cheedar,5
B,cheedls,1
B,cheedy,54
B,cheeedaiin,1
B,cheeeo,1
B,cheees,1
B,cheeety,1
B,cheeey,6
B,cheef,2
B,cheefar,1
B,cheefy,1
B,cheeg,1
B,cheeir,1
B,cheekaiin,1
B,cheekain,3
B,cheekan,1
B,cheekeey,1
B,cheekeody,1
B,cheekey,2
B,cheeky,18
B,cheel,1
B,cheen,1
B,cheeo,16
B,cheeod,1
B,cheeodam,1
B,cheeody,8
B,cheeol,6
B,cheeoldy,1
B,cheeool,1
B,cheeor,5
B,cheeorfor,1
B,cheeos,6
B,cheeoy,1
B,cheepaiin,1
B,cheepchdy,1
B,cheer,2
B,chees,19
B,cheesy,1
B,cheeta,1
B,cheetam,1
B,cheetar,1
B,cheeteey,3
B,cheety,3
B,cheey,128
B,chef,1
B,chefaiin,1
B,chefain,1
B,chefal,1
B,chefalas,1
B,chefar,1
B,chefchdy,1
B,chefchey,1
B,chefchol,1
B,chefchy,3
B,cheg,1
B,chek,3
B,chekaiiin,1
B,chekaiin,5
B,chekaim,1
B,chekain,7
B,chekal,9
B,chekaly,1
B,chekam,1
B,chekar,7
B,chekchdy,1
B,chekcheey,1
B,chekchy,2
B,chekear,1
B,cheked,2
B,chekedy,4
B,chekeeal,1
B,chekeedy,4
B,chekeek,1
B,chekeey,2
B,chekeody,1
B,chekeor,1
B,chekes,1
B,chekey,5
B,chekl,1
B,chekody,1
B,chekol,1
B,chekor,1
B,cheky,45
B,chelal,1
B,cheo,33
B,cheoaiin,2
B,cheoain,1
B,cheoal,1
B,cheoar,5
B,cheock,1
B,cheockhdy,1
B,cheockhy,5
B,cheocphy,1
B,cheocthedy,1
B,cheoctheey,1
B,cheocthey,1
B,cheocthy,3
B,cheod,3
B,cheodaiiin,1
B,cheodaiin,5
B,cheodain,5
B,cheodal,3
B,cheodalol,1
B,cheodar,2
B,cheodchy,1
B,cheodeeey,1
B,cheodeey,1
B,cheodkedy,1
B,cheodl,1
B,cheodoiidaiin,1
B,cheody,51
B,cheoet,1
B,cheok,1
B,cheokaiim,1
B,cheokaiin,2
B,cheokain,4
B,cheokaly,1
B,cheokam,1
B,cheokar,1
B,cheokcheo,1
B,cheokchy,1
B,cheokeain,1
B,cheokedy,2
B,cheokeeo,1
B,cheokeeos,1
B,cheokeey,3
B,cheokeol,1
B,cheokey,2
B,cheoky,5
B,cheol,91
B,cheolchal,1
B,cheolchcthy,1
B,cheolchdaiin,1
B,cheolchdy,1
B,cheolchey,1
B,cheoldy,1
B,cheolkain,1
B,cheolkary,1
B,cheolkedy,1
B,cheolkeedy,2
B,cheolkeepchy,1
B,cheolkeey,1
B,cheolor,1
B,cheolshy,1
B,cheoltain,1
B,cheoltar,1
B,cheoltchedaiin,1
B,cheoly,3
B,cheom,4
B,cheooky,1
B,cheoor,1
B,cheop,1
B,cheopaiin,1
B,cheopcheod,1
B,cheopolteeedy,1
B,cheopy,1
B,cheor,32
B,cheoram,1
B,cheory,1
B,cheos,16
B,cheosaiin,1
B,cheoseesey,1
B,cheotaiin,1
B,cheotain,1
B,cheotchey,1
B,cheotdaiin,1
B,cheotey,1
B,cheoty,4
B,cheotydy,1
B,cheoy,1
B,chep,3
B,chepaiin,1
B,chepakeo,1
B,chepar,4
B,chepcham,1
B,chepchar,1
B,chepchdy,1
B,chepched,1
B,chepchedy,2
B,chepchefy,1
B,chepchx,1
B,chepchy,1
B,chepol,1
B,chepy,5
B,cher,2
B,chery,1
B,ches,27
B,chesckhy,1
B,cheshy,1
B,chesy,2
B,chet,1
B,chetaiin,2
B,chetain,5
B,chetalshy,1
B,chetam,1
B,chetar,4
B,chetas,1
B,chetchdy,1
B,chetchey,1
B,chetdy,1
B,chetedar,1
B,chetedy,3
B,chetey,3
B,chety,15
B,chey,250
B,cheykaiin,1
B,cheykain,1
B,cheykechey,1
B,cheykedy,1
B,cheykeeed,1
B,cheykeeoy,1
B,cheyky,2
B,cheyl,1
B,cheyor,1
B,cheytal,1
B,chfaiin,1
B,chfchol,1
B,chk,1
B,chkaidararal,1
B,chkaiin,9
B,chkain,11
B,chkal,11
B,chkaly,1
B,chkam,2
B,chkar,6
B,chkarol,1
B,chkas,1
B,chkchedaram,1
B,chkchod,1
B,chkchody,1
B,chkchol,1
B,chkedy,5
B,chkeedy,2
B,chkeeey,1
B,chkeey,6
B,chkey,2
B,chkol,1
B,chkshy,1
B,chky,14
B,chl,20
B,chlaiiin,1
B,chlal,1
B,chlam,1
B,chlar,2
B,chlchd,1
B,chlchpsheey,1
B,chldaiin,1
B,chll,2
B,chllo,1
B,chlor,1
B,chlr,1
B,chls,2
B,cho,12
B,choaiin,5
B,choal,1
B,choar,1
B,chocfhdy,1
B,chochs,1
B,chockhar,1
B,chockhdy,1
B,chockhed,1
B,chockhedy,1
B,chockhey,1
B,chockhy,7
B,chocpheod,1
B,chocphol,1
B,chocthedy,1
B,chocthey,1
B,chocthy,6
B,chod,2
B,chodaiin,15
B,chodain,5
B,chodal,4
B,chodalr,1
B,chodar,6
B,choddy,1
B,chodr,1
B,chody,47
B,choefy,1
B,choekchy,1
B,choetchy,1
B,chofchdy,1
B,chofochcphdy,1
B,choiphy,1
B,chokaiin,8
B,chokain,7
B,chokair,1
B,chokal,2
B,chokam,1
B,chokar,5
B,chokchaiin,1
B,chokchedy,2
B,chokchey,1
B,chokchy,2
B,chokcod,1
B,chokeal,1
B,choked,1
B,chokedair,1
B,chokedy,3
B,chokeedy,2
B,chokeeey,1
B,chokeey,5
B,chokeol,2
B,chokody,1
B,chokor,3
B,choky,7
B,chol,99
B,cholaiim,1
B,cholairy,1
B,cholal,2
B,cholcham,1
B,cholchedy,2
B,cholchey,2
B,choldy,1
B,cholfchy,1
B,cholfor,1
B,cholkaiin,4
B,cholkain,2
B,cholkal,2
B,cholkar,2
B,cholkched,1
B,cholkchy,1
B,cholkeedy,2
B,cholkeeedy,1
B,cholkeeey,2
B,cholkeod,1
B,cholkshedy,1
B,cholky,4
B,cholo,1
B,cholody,1
B,cholor,3
B,choloro,1
B,cholpchd,1
B,chols,1
B,choltal,1
B,choltar,1
B,cholty,1
B,cholxy,1
B,choly,1
B,choody,1
B,chool,1
B,choolkeey,1
B,chopar,1
B,chopchdy,1
B,chopchedy,1
B,chopchey,1
B,chopchy,2
B,chopo,1
B,chor,32
B,choraiin,1
B,chorar,1
B,chorchor,1
B,chorol,2
B,chorolk,1
B,chos,12
B,chosaiin,2
B,chot,1
B,chotaiin,3
B,chotain,3
B,chotair,1
B,chotal,4
B,chotam,2
B,chotar,6
B,chotchdy,2
B,chotchedy,1
B,chotchs,1
B,chotedy,1
B,choteey,1
B,chotehy,1
B,chotey,1
B,choto,1
B,chotshe,1
B,choty,12
B,chotyr,1
B,choy,2
B,choypshedy,1
B,chpadar,1
B,chpaiikey,1
B,chpaiin,1
B,chpal,1
B,chpchar,1
B,chpchedy,1
B,chpcheod,1
B,chpcheor,1
B,chpchs,1
B,chpchshdy,1
B,chpchy,3
B,chpeeeey,1
B,chpkcheos,1
B,chpor,1
B,chpsheedy,1
B,chpy,1
B,chr,5
B,chry,1
B,chs,7
B,chsaly,1
B,chsamoky,1
B,chsd,1
B,chsdy,2
B,chsey,1
B,chshd,1
B,chsho,1
B,chshy,1
B,chsky,2
B,chsy,1
B,chtaiin,2
B,chtaiir,1
B,chtain,2
B,chtair,1
B,chtal,6
B,chtar,2
B,chtchol,1
B,chtchy,1
B,chtedy,2
B,chtedytar,1
B,chteey,1
B,chteody,1
B,chtey,1
B,chtl,2
B,chtol,3
B,chtorol,1
B,chty,6
B,chxar,1
B,chy,36
B,chykaiin,1
B,chykeedy,1
B,chykeor,1
B,chym,1
B,chypchey,1
B,chyteey,1
B,chyteody,1
B,chyty,1
B,ckhain,1
B,ckhal,1
B,ckhar,1
B,ckhcfhhy,1
B,ckhchdy,1
B,ckhddl,1
B,ckhdy,4
B,ckhedy,4
B,ckheey,2
B,ckheol,1
B,ckheos,1
B,ckhey,3
B,ckhol,1
B,ckhor,1
B,ckhy,10
B,ckhydy,1
B,ckol,1
B,cpchy,1
B,cphaiin,1
B,cphal,1
B,cphan,1
B,cphar,1
B,cphdor,1
B,cphedom,1
B,cphedy,8
B,cpheesy,1
B,cpheo,1
B,cpheody,1
B,cpheor,1
B,cphey,2
B,cphheg,1
B,cphhofy,1
B,cphhy,1
B,cphoal,1
B,cphochy,1
B,cphody,1
B,cphoithy,1
B,cphol,2
B,cpholkaiin,1
B,cpholrory,1
B,cphor,1
B,cphy,3
B,cs,3
B,cseam,1
B,cseckhdy,1
B,csedar,1
B,csedly,1
B,csedy,5
B,cseedy,1
B,cseeky,2
B,cseeod,1
B,cseey,2
B,cseol,1
B,ctechy,1
B,cthal,1
B,cthan,1
B,cthar,4
B,ctharad,1
B,cthcthey,1
B,cthdaly,1
B,cthdy,8
B,cthedy,9
B,ctheety,1
B,ctheey,2
B,ctheor,1
B,cther,1
B,cthes,1
B,cthey,9
B,cthhy,2
B,cthoepain,1
B,cthol,4
B,ctholcthy,1
B,cthor,3
B,cthy,6
B,d,7
B,da,4
B,daar,1
B,dackhy,1
B,dadam,1
B,dady,2
B,dag,1
B,daichy,1
B,daiidy,3
B,daiiidy,1
B,daiiils,1
B,daiiin,7
B,daiiiny,1
B,daiiiolkaiin,1
B,daiil,1
B,daiim,1
B,daiin,315
B,daiindy,2
B,daiinls,1
B,daiir,7
B,daiiral,2
B,daiis,3
B,daikhyky,1
B,dail,1
B,daildain,1
B,daim,4
B,dain,114
B,daindl,1
B,dainy,1
B,dair,49
B,dairair,1
B,dairal,3
B,dairam,1
B,dairar,2
B,dairchey,1
B,dairiy,1
B,dairody,3
B,dairol,1
B,dairom,1
B,dairy,2
B,dairydy,1
B,daisam,1
B,daisoldy,1
B,dakar,1
B,dal,133
B,dalaiin,2
B,dalain,1
B,dalal,3
B,dalam,3
B,dalar,1
B,dalary,1
B,dalchckhy,1
B,dalchd,1
B,dalchdy,3
B,dalched,1
B,dalchedy,4
B,dalcheeeky,1
B,dalchy,1
B,daldar,1
B,daldeam,1
B,daldy,9
B,dalfchy,1
B,dalkain,1
B,dalkal,1
B,dalkalytam,1
B,dalkar,3
B,dalkedy,2
B,dalkeeey,1
B,dalkshdy,1
B,dalky,1
B,dalmy,1
B,dalo,2
B,dalocthhy,1
B,dalohey,1
B,daloky,1
B,dalol,5
B,dalom,2
B,dalor,4
B,dalorain,1
B,dalr,1
B,dals,1
B,dalshal,1
B,dalshdy,2
B,dalshedo,1
B,dalshedy,1
B,dalshy,1
B,daltedy,1
B,dalteoshy,1
B,daly,18
B,dam,42
B,damom,1
B,dan,2
B,daoly,1
B,dar,188
B,dara,1
B,daraiin,1
B,darailchedy,1
B,darair,1
B,daral,1
B,daraloikhy,1
B,daram,3
B,darar,1
B,darchdar,1
B,darchedy,2
B,darcheedal,1
B,darchey,1
B,darchy,1
B,dardam,1
B,dardy,1
B,dardyr,1
B,dariin,1
B,dario,1
B,daro,1
B,daroal,1
B,darod,1
B,darol,2
B,darolsy,1
B,darom,2
B,daror,2
B,darordaiin,1
B,darory,1
B,darshey,1
B,dary,14
B,daryry,1
B,das,3
B,dasam,1
B,dasar,1
B,dasd,1
B,dasy,1
B,day,1
B,dchckhedy,1
B,dchdal,1
B,dchdaldy,1
B,dchdar,2
B,dchdas,1
B,dchdor,1
B,dchdy,7
B,dcheckhey,1
B,dched,3
B,dchedaiin,1
B,dchedain,1
B,dchedaly,1
B,dchedar,1
B,dchedy,26
B,dchee,1
B,dcheedy,3
B,dcheeky,1
B,dcheeody,1
B,dcheeokeody,1
B,dcheeos,1
B,dcheeoy,1
B,dchees,1
B,dcheey,6
B,dchefoey,1
B,dchekcsdy,1
B,dcheo,3
B,dcheoain,1
B,dcheod,1
B,dcheodl,1
B,dcheody,1
B,dcheol,7
B,dcheor,1
B,dcheos,1
B,dcheoty,1
B,dchey,6
B,dcheytain,1
B,dchodees,1
B,dchody,1
B,dchokol,1
B,dchol,4
B,dchor,1
B,dchos,2
B,dchy,2
B,dchykey,1
B,dckhy,1
B,dcsedy,1
B,decthdy,1
B,dedy,2
B,deeal,1
B,deedar,1
B,deedes,1
B,deedy,2
B,deeedy,2
B,deeo,1
B,deeol,1
B,deey,3
B,dery,1
B,deshedy,1
B,diir,1
B,dkain,2
B,dkair,1
B,dkam,1
B,dkar,1
B,dkarar,1
B,dkchs,1
B,dkedam,1
B,dkedy,2
B,dkeey,1
B,dkshey,2
B,dl,15
B,dlar,1
B,dlchd,2
B,dlchy,1
B,dld,1
B,dlkal,1
B,dlls,1
B,dlr,1
B,dlshedy,1
B,dly,1
B,dm,2
B,do,2
B,doaiin,1
B,doctho,1
B,dodar,1
B,dodl,1
B,dody,4
B,dodyd,1
B,doee,1
B,doeedey,1
B,doi,1
B,doiiin,1
B,doiin,4
B,doiis,1
B,doin,2
B,doiros,1
B,dokal,1
B,dokedy,1
B,dol,51
B,dolar,1
B,dolchedy,2
B,dolcheedy,1
B,dolchl,1
B,dold,1
B,doldy,1
B,doledy,1
B,dolfchedy,1
B,dolkain,1
B,dolkchy,1
B,dolkedy,1
B,dolkeedy,1
B,dolol,1
B,dolor,2
B,dolr,1
B,dolshed,1
B,dolshedy,2
B,doltshdy,1
B,dor,22
B,doraiin,1
B,dorchdy,1
B,dorkcheky,1
B,dorshefy,1
B,dos,1
B,dotedy,1
B,doteey,1
B,dpchedy,1
B,dr,1
B,drol,1
B,dsechey,1
B,dshdy,2
B,dsheckhy,1
B,dshedal,1
B,dshedy,35
B,dsheedal,1
B,dsheedy,4
B,dsheeo,1
B,dsheeoteey,1
B,dshees,2
B,dsheey,6
B,dsheo,2
B,dsheodar,1
B,dsheody,1
B,dsheol,7
B,dsheoy,1
B,dshes,1
B,dshey,10
B,dshol,3
B,dsholyd,1
B,dshor,3
B,dtal,1
B,dtedair,1
B,dxar,1
B,dy,110
B,dyaiin,1
B,dyair,1
B,dychedy,2
B,dychy,1
B,dydaim,1
B,dydy,1
B,dydydy,1
B,dyfchdy,1
B,dykaiin,1
B,dykain,1
B,dykaly,1
B,dykedy,2
B,dykeedain,1
B,dykeedy,2
B,dykey,1
B,dykshy,1
B,dyky,3
B,dylches,1
B,dym,1
B,dys,1
B,dytain,1
B,dytary,1
B,dytchdy,1
B,dytedy,2
B,dyteey,2
B,dytey,1
B,dytshedy,1
B,dytshy,1
B,dyty,1
B,dytydy,1
B,ear,2
B,echedy,1
B,eedol,1
B,eedy,5
B,eeecfhy,1
B,eeedeed,1
B,eeedy,6
B,eeeodaiin,1
B,eeeody,1
B,eeeos,1
B,eees,6
B,eeesaiin,1
B,eeesal,1
B,eekain,1
B,eeo,1
B,eeodaiin,1
B,eeol,2
B,eeor,1
B,ees,1
B,eesey,1
B,eesy,1
B,eey,1
B,efaloir,1
B,efchedy,1
B,ekaiin,1
B,ekar,1
B,ekedy,1
B,ekeey,1
B,eol,1
B,eotar,1
B,epaiin,1
B,epchey,1
B,eses,1
B,etar,1
B,etedy,1
B,eteeda,1
B,eteedy,1
B,ety,3
B,f,5
B,faiiral,1
B,faimy,1
B,famom,1
B,far,2
B,fardam,1
B,farsheey,1
B,fary,1
B,fcham,1
B,fchcfhy,1
B,fchdar,1
B,fchdy,4
B,fchedey,1
B,fchedol,1
B,fchedy,11
B,fchedypaiin,1
B,fchedys,1
B,fchee,1
B,fcheeody,1
B,fcheeol,1
B,fcheey,4
B,fcheodal,1
B,fcheokair,1
B,fcheol,1
B,fcheshd,1
B,fchey,1
B,fchocthar,1
B,fchoctheody,1
B,fchodaiin,1
B,fchoky,1
B,fchor,3
B,fchosaiin,1
B,fchs,1
B,fchsom,1
B,fdeechdy,1
B,fdykain,1
B,feedly,1
B,feeedy,1
B,fodal,1
B,fol,1
B,folaiin,1
B,folchear,1
B,folchey,1
B,folchor,1
B,folor,1
B,folorarom,1
B,fsey,1
B,fshdar,1
B,fsheda,1
B,fshedy,2
B,fyshey,1
B,g,3
B,gal,1
B,geedy,1
B,gm,1
B,h,1
B,haiin,1
B,hor,1
B,hox,1
B,hx,1
B,hy,2
B,ihar,1
B,iiin,1
B,iir,2
B,iirchal,1
B,ikhey,1
B,in,1
B,iphy,1
B,ithey,1
B,ithhy,1
B,ithy,1
B,k,2
B,kaedy,1
B,kaiech,1
B,kaiiin,2
B,kaiin,47
B,kaiis,1
B,kaiishdy,1
B,kail,1
B,kain,46
B,kair,11
B,kairam,2
B,kairy,1
B,kais,2
B,kaisar,1
B,kaishd,1
B,kaithy,1
B,kal,20
B,kalchdy,1
B,kalchedy,1
B,kaldaiin,1
B,kaldaim,1
B,kaldy,3
B,kalkal,2
B,kalos,1
B,kaly,1
B,kam,6
B,kamdam,1
B,kan,2
B,kaolkar,1
B,kar,46
B,kara,1
B,karaim,1
B,karainy,1
B,karal,1
B,karar,2
B,kararo,1
B,karchy,1
B,kard,1
B,kardy,1
B,karody,1
B,kary,4
B,kas,4
B,kasol,1
B,kchdaiin,1
B,kchdal,1
B,kchdaldy,1
B,kchdar,1
B,kchdpy,1
B,kchdy,19
B,kche,1
B,kchedaiin,1
B,kchedar,1
B,kchedy,22
B,kcheedchdy,1
B,kcheedy,1
B,kcheeky,1
B,kcheeor,2
B,kcheeos,1
B,kcheey,2
B,kchekain,1
B,kcheo,4
B,kcheodaiin,1
B,kcheodar,1
B,kcheody,5
B,kcheor,2
B,kchetam,1
B,kchey,8
B,kchody,3
B,kchol,3
B,kcholchdar,1
B,kchor,1
B,kchoy,1
B,kchs,1
B,kchy,4
B,keam,1
B,kechdy,4
B,kechedy,3
B,kecheokeo,1
B,kechey,1
B,kechodshey,1
B,kechody,1
