token,overall_count,line_initial_count,line_medial_count,line_final_count,single_token_line_count
cthod,1,1,0,0,0
cthodaiin,1,0,1,0,0
cthodaiis,1,0,1,0,0
cthodaim,1,0,1,0,0
cthodal,2,0,2,0,0
cthodam,1,0,1,0,0
cthodar,1,0,1,0,0
cthoddplant,1,0,0,1,0
cthodoaly,1,0,1,0,0
cthodol,1,0,0,1,0
cthodolplantyteodain,1,0,1,0,0
cthodplantdarplantchsplantshody,1,0,0,1,0
cthody,18,0,15,3,0
cthoepain,1,0,1,0,0
cthog,1,0,0,1,0
cthoiin,2,0,2,0,0
cthol,55,2,48,5,0
ctholblot,1,0,1,0,0
ctholcthy,1,1,0,0,0
ctholdar,1,0,0,1,0
ctholdgplantdchckhy,1,0,0,1,0
ctholdplantytchor,1,0,1,0,0
ctholdy,1,0,0,1,0
ctholo,1,0,1,0,0
ctholplant,2,0,0,2,0
ctholplantotol,2,0,2,0,0
cthols,1,0,1,0,0
ctholsplant,1,0,0,1,0
ctholy,3,0,3,0,0
ctholyplant,1,0,0,1,0
cthom,7,0,5,2,0
cthomplant,2,0,0,2,0
cthoo,1,1,0,0,0
cthoor,1,0,1,0,0
cthor,42,2,36,4,0
cthoral,1,0,0,1,0
cthorchy,1,0,0,1,0
cthorplantdchor,1,0,1,0,0
cthoryplant,2,0,0,2,0
cthos,1,0,1,0,0
cthoshol,1,0,0,1,0
cthosmplant,1,0,0,1,0
cthosyplantykeeor,1,0,1,0,0
cthplantdain,1,0,1,0,0
cthres,1,0,1,0,0
cths,1,0,1,0,0
cthscthain,1,1,0,0,0
cthsplant,1,0,0,1,0
cthy,89,0,78,11,0
cthyaiin,1,0,1,0,0
cthyd,1,0,0,1,0
cthydplant,1,0,0,1,0
cthyplant,16,0,0,16,0
cthyplantcthor,1,0,1,0,0
cthyplantdaiin,1,0,1,0,0
cthyplantsho,1,0,1,0,0
cthyplantyteeor,1,0,1,0,0
cto,1,0,1,0,0
ctoiin,1,0,1,0,0
ctolplant,1,0,0,1,0
ctto,2,0,2,0,0
cttody,1,0,1,0,0
cttolplant,1,0,0,1,0
cttoplantykeeod,1,0,1,0,0
cttosplant,1,0,0,1,0
cttosplantshot,1,0,1,0,0
ctty,1,0,1,0,0
cttyplantytoda,1,0,1,0,0
cty,2,0,1,1,0
cy,1,0,1,0,0
d,35,0,17,11,7
da,6,0,5,1,0
daar,1,0,1,0,0
dacheedy,1,0,1,0,0
dackhy,1,1,0,0,0
dacsary,1,0,0,0,1
dadam,1,0,0,1,0
dady,5,0,2,3,0
daein,1,0,1,0,0
dag,1,0,0,1,0
daichy,1,1,0,0,0
daicthy,1,0,0,1,0
daid,1,0,1,0,0
daiial,1,0,1,0,0
daiidal,1,0,1,0,0
daiidy,6,1,3,2,0
daiidyplantdcheckhey,1,0,1,0,0
daiiidy,1,0,1,0,0
daiiils,1,0,1,0,0
daiiin,14,1,10,3,0
daiiine,1,0,0,0,1
daiiinplant,1,0,0,1,0
daiiinplantdain,1,0,1,0,0
daiiiny,1,0,0,1,0
daiiiolkaiin,1,0,0,1,0
daiiirchy,1,0,1,0,0
daiiithy,1,1,0,0,0
daiil,1,0,1,0,0
daiild,1,0,0,1,0
daiildy,1,0,0,1,0
daiim,2,0,2,0,0
daiimplant,3,0,0,3,0
daiin,751,148,519,84,0
daiincrease,1,1,0,0,0
daiincreasechor,1,0,1,0,0
daiincreasechos,1,0,1,0,0
daiincreaseqokeol,1,0,1,0,0
daiindy,1,0,1,0,0
daiinfigure,3,0,0,3,0
daiinfoldol,1,0,1,0,0
daiinls,1,1,0,0,0
daiino,1,1,0,0,0
daiinol,1,0,0,1,0
daiinplant,43,0,0,43,0
daiinplantcho,1,0,1,0,0
daiinplantchodaiin,1,0,0,1,0
daiinplantchokeey,1,0,1,0,0
daiinplantcthey,1,0,1,0,0
daiinplantdair,1,0,1,0,0
daiinplantdais,1,0,1,0,0
daiinplantdam,1,0,0,1,0
daiinplantdol,1,0,1,0,0
daiinplantokolyplant,1,0,0,1,0
daiinplantokshody,1,0,1,0,0
daiinplantotalplantdorplantdaimplant,1,0,0,1,0
daiinplantotchol,1,0,1,0,0
daiinplantotshor,1,0,1,0,0
daiinplantqokaiiin,1,0,0,1,0
daiinplantshoin,1,0,0,1,0
daiinplantshol,2,0,2,0,0
daiinplantsol,1,0,1,0,0
daiinplantsoleeg,1,0,0,1,0
daiinplantychey,2,0,2,0,0
daiinplantyd,1,0,0,1,0
daiinplantydaiin,1,0,0,1,0
daiinplantydain,1,0,1,0,0
daiinyplantchol,1,0,1,0,0
daiioamplanto,1,0,1,0,0
daiiody,1,0,1,0,0
daiiol,1,0,1,0,0
daiir,22,5,15,2,0
daiiral,2,1,1,0,0
daiirol,1,0,0,1,0
daiiryplant,1,0,0,1,0
daiis,5,1,4,0,0
daiity,1,0,0,1,0
daikam,1,0,0,1,0
daikeody,1,0,1,0,0
daikhyky,1,0,0,1,0
dail,2,0,2,0,0
daildain,1,0,0,1,0
daim,9,1,6,2,0
daimd,1,0,0,1,0
daimdy,1,0,1,0,0
daimm,1,0,0,1,0
daimom,1,0,0,1,0
daimplant,1,0,0,1,0
dain,181,47,113,21,0
dainaldy,1,0,1,0,0
daindl,1,0,0,1,0
daindplantdkol,1,0,1,0,0
daing,1,0,0,1,0
dainkey,1,0,1,0,0
dainlplant,1,0,0,1,0
dainod,1,1,0,0,0
dainorplant,1,0,0,1,0
dainplant,8,0,0,8,0
dainplantchcthplantchy,1,0,1,0,0
dainplantcho,1,0,1,0,0
dainplantchol,1,0,1,0,0
dainplantdaiin,1,0,1,0,0
dainplantdchol,1,0,1,0,0
dainplantshckhy,1,0,1,0,0
dainplantsho,1,0,1,0,0
dainplantshody,1,0,1,0,0
dainplantskyplantshor,1,0,1,0,0
dainplantykplantchyplantdaiin,1,0,1,0,0
dainy,1,0,0,0,1
dair,99,30,65,4,0
dairair,2,0,2,0,0
dairal,5,2,2,1,0
dairam,2,0,0,2,0
dairar,2,0,2,0,0
dairchey,1,0,1,0,0
daird,1,0,0,1,0
dairin,2,0,0,2,0
dairinplant,1,0,0,1,0
dairiy,1,0,1,0,0
dairkal,1,0,0,0,1
dairl,1,0,0,1,0
dairlplantcrease,1,0,0,1,0
dairo,2,1,1,0,0
dairodg,1,0,0,1,0
dairody,3,0,2,1,0
dairol,2,1,0,0,1
dairom,1,0,0,1,0
dairplant,1,0,0,1,0
dairy,2,0,0,2,0
dairydy,1,0,0,1,0
dairyplant,1,0,0,1,0
dais,2,0,2,0,0
daisam,1,0,0,1,0
daisin,1,0,1,0,0
daisn,1,1,0,0,0
daisoldy,1,0,0,0,1
daisplant,1,0,0,1,0
dait,1,0,1,0,0
dakan,1,1,0,0,0
dakar,1,0,1,0,0
dakeey,1,0,1,0,0
dakocth,1,0,0,0,1
daky,1,0,1,0,0
dal,228,9,182,36,1
dala,1,0,1,0,0
dalaiin,3,0,3,0,0
dalain,1,0,0,1,0
dalal,5,0,4,1,0
dalaldam,1,0,1,0,0
dalalody,1,0,1,0,0
dalaly,1,0,0,1,0
dalam,6,0,1,5,0
dalar,5,0,3,2,0
dalary,2,0,0,1,1
dalas,1,0,0,1,0
dalchckhy,1,0,1,0,0
dalchd,1,0,1,0,0
dalchdy,5,0,5,0,0
dalched,1,0,1,0,0
dalchedy,3,0,3,0,0
dalchedyfigure,1,0,0,1,0
dalcheeeky,1,1,0,0,0
dalches,1,0,1,0,0
dalchor,1,0,1,0,0
dalchy,3,1,2,0,0
dald,1,0,0,1,0
daldaiin,3,0,1,2,0
daldal,1,0,0,1,0
daldalol,1,0,0,1,0
daldar,1,0,1,0,0
daldeam,1,0,0,1,0
daldy,17,0,9,7,1
daleesd,1,0,1,0,0
dalfchy,1,0,1,0,0
dalfigure,1,0,0,1,0
dalg,1,0,0,1,0
dalkain,1,0,1,0,0
dalkalplantykedaiin,1,0,1,0,0
dalkalytam,1,0,0,1,0
dalkar,3,0,2,0,1
dalkedy,2,0,2,0,0
dalkeeey,1,0,1,0,0
dalkshdy,1,0,1,0,0
dalky,1,0,1,0,0
dalmy,1,0,0,1,0
dalo,3,0,1,2,0
dalocthhy,1,0,0,1,0
dalody,1,0,1,0,0
dalohey,1,1,0,0,0
daloky,1,0,1,0,0
dalol,7,0,7,0,0
dalols,1,0,1,0,0
dalom,2,0,0,2,0
dalor,8,0,8,0,0
dalorain,1,0,0,1,0
dalory,1,0,0,1,0
dalplant,13,0,0,13,0
dalplantchaiind,1,0,0,1,0
dalplantdair,1,0,1,0,0
dalplantdshodar,1,0,1,0,0
dalplantqokor,1,0,1,0,0
dalplantshear,1,0,1,0,0
dalplantsockhody,1,0,1,0,0
dalplantsplantolsho,1,0,1,0,0
dalr,2,1,0,1,0
dals,4,1,2,1,0
dalshal,1,0,1,0,0
dalshdy,3,0,2,1,0
dalshedo,1,0,1,0,0
dalshedy,1,1,0,0,0
dalshey,1,0,0,0,1
dalshy,1,1,0,0,0
dalsplant,1,0,0,1,0
dalsplantchokaiin,1,0,1,0,0
dalsy,1,0,0,0,1
daltedy,1,0,1,0,0
dalteoshy,1,0,1,0,0
daly,24,1,12,11,0
dalychs,1,0,0,1,0
dalydal,1,0,1,0,0
dalyfigure,3,0,0,3,0
dalygap,1,0,0,1,0
dalyplantokeeor,1,0,1,0,0
dam,77,0,28,48,1
damamm,1,0,0,0,1
damfigure,2,0,0,2,0
damo,1,0,0,1,0
damom,1,0,0,1,0
damoplant,2,0,0,2,0
damplant,10,0,0,10,0
damplantchor,1,0,1,0,0
damplantokardy,1,0,1,0,0
damplantor,1,0,1,0,0
damplantsochey,1,0,1,0,0
damplantychcthod,1,0,0,1,0
damplantykchy,1,0,1,0,0
dan,10,0,3,7,0
danplant,6,0,0,6,0
danplantdain,1,0,1,0,0
danplantolsaiin,1,0,1,0,0
danplantytchaiin,1,0,1,0,0
daoly,1,0,0,0,1
daor,1,0,1,0,0
daplant,2,0,0,2,0
daplantarplant,1,0,0,1,0
dar,286,35,215,36,0
dara,1,0,0,0,1
daraiiin,1,0,1,0,0
daraiin,2,0,2,0,0
daraiinm,1,0,0,1,0
darailchedy,1,0,1,0,0
darair,1,0,1,0,0
daral,2,0,1,1,0
daralaplant,1,0,0,1,0
darall,1,0,0,0,1
daraloikhy,1,0,0,0,1
daraly,1,0,1,0,0
daralyplant,1,0,0,1,0
daram,7,0,3,4,0
daramdal,1,0,0,0,1
darams,1,0,0,1,0
darar,3,2,0,0,1
dararal,1,0,1,0,0
dararda,1,0,0,0,1
darchdar,1,0,0,0,1
darchedy,2,1,1,0,0
darcheedal,1,1,0,0,0
darchey,1,1,0,0,0
darchor,1,0,1,0,0
darchy,1,0,0,0,1
dardam,1,0,0,1,0
dardsh,1,0,0,0,1
dardy,2,0,0,2,0
dardyr,1,0,0,1,0
dareky,1,0,0,0,1
darfigure,2,0,0,2,0
dargutter,1,0,0,1,0
dariin,1,0,0,1,0
dario,1,0,1,0,0
daro,3,0,1,2,0
daroal,1,1,0,0,0
darod,1,0,1,0,0
darodsf,1,0,1,0,0
darody,1,0,1,0,0
darol,3,0,1,0,2
darolaly,1,0,0,0,1
darolm,1,0,0,1,0
darolsy,1,0,0,0,1
darom,1,0,0,1,0
daromfigure,1,0,0,1,0
daromplant,1,0,0,1,0
daror,3,1,1,1,0
darordaiin,1,0,0,1,0
daroryfigure,1,0,0,1,0
darplant,8,0,0,8,0
darplantary,1,0,0,0,1
darplantchorplantychdain,1,0,0,1,0
darplantchy,1,0,1,0,0
darplantopchaikhy,1,0,1,0,0
darplantotchar,1,0,1,0,0
darplantshol,2,0,2,0,0
darplantykchey,1,0,1,0,0
darsheyfigure,1,0,0,1,0
darshody,1,0,0,0,1
dary,20,1,6,10,3
daryplant,2,0,0,2,0
daryplantytoldyplant,1,0,0,1,0
daryry,1,0,0,0,1
das,3,0,3,0,0
dasadyplant,1,0,0,1,0
dasaiindiagramytey,1,0,1,0,0
dasain,1,0,1,0,0
dasam,1,0,0,1,0
dasar,1,1,0,0,0
dasd,1,0,0,1,0
dasfolddaiin,1,0,1,0,0
dashytain,1,0,1,0,0
dasplantqokol,1,0,1,0,0
dasyfigure,1,0,0,1,0
dateey,1,0,1,0,0
day,1,0,0,1,0
dayty,1,0,0,1,0
dchaiin,5,3,1,0,1
dchain,1,0,1,0,0
dchairam,1,0,1,0,0
dchal,2,1,1,0,0
dcham,1,0,1,0,0
dchar,3,2,1,0,0
dchchy,1,1,0,0,0
dchckhedy,1,1,0,0,0
dchckhy,2,1,1,0,0
dchcthyplant,1,0,0,1,0
dchdal,1,0,1,0,0
dchdaldyplantykedy,1,0,1,0,0
dchdar,2,1,1,0,0
dchdas,1,0,1,0,0
dchdorsync,1,0,1,0,0
dchdy,8,3,3,0,2
dcheaiin,1,1,0,0,0
dched,3,2,1,0,0
dchedaiin,1,1,0,0,0
dchedain,1,1,0,0,0
dchedal,1,1,0,0,0
dchedaly,1,0,0,0,1
dchedar,1,1,0,0,0
dchedy,25,16,8,1,0
dcheeckhos,1,1,0,0,0
dcheecthey,1,1,0,0,0
dcheedy,4,2,2,0,0
dcheeey,1,0,1,0,0
dcheeky,1,0,1,0,0
dcheeody,2,1,1,0,0
dcheeokeody,1,1,0,0,0
dcheeol,1,0,0,1,0
dcheeos,2,2,0,0,0
dcheeoy,1,1,0,0,0
dchees,1,1,0,0,0
dcheey,12,11,1,0,0
dchefoey,1,0,1,0,0
dchekcsdy,1,1,0,0,0
dcheo,6,6,0,0,0
dcheoain,1,1,0,0,0
dcheocy,1,1,0,0,0
dcheod,1,1,0,0,0
dcheodaiin,1,1,0,0,0
dcheodl,1,1,0,0,0
dcheody,2,1,1,0,0
dcheoky,1,0,1,0,0
dcheol,7,6,1,0,0
dcheoldy,1,0,0,0,1
dcheolplantchotchody,1,0,0,1,0
dcheor,3,3,0,0,0
dcheorplantcheolplantcheodain,1,1,0,0,0
dcheos,2,2,0,0,0
dcheoteos,1,1,0,0,0
dcheoty,1,1,0,0,0
dchetdy,1,0,0,0,1
dchey,17,12,5,0,0
dcheytain,1,1,0,0,0
dchir,1,0,1,0,0
dchm,1,0,0,1,0
dcho,2,1,1,0,0
dchochar,1,1,0,0,0
dchod,1,1,0,0,0
dchodaiin,2,1,1,0,0
dchodar,1,0,0,0,1
dchodees,1,1,0,0,0
dchody,2,1,1,0,0
dchog,2,0,1,1,0
dchokaiin,1,0,1,0,0
dchokchrcrease,1,1,0,0,0
dchokchy,3,2,1,0,0
dchokey,1,1,0,0,0
dchokol,1,1,0,0,0
dchol,20,8,10,1,1
dcholal,1,0,0,1,0
dcholdyplant,1,0,0,1,0
dcholy,1,1,0,0,0
dchom,1,0,1,0,0
dchor,24,12,11,1,0
dchorol,1,1,0,0,0
dchos,3,3,0,0,0
dchotyplant,1,0,0,1,0
dchreo,1,0,1,0,0
dchsaiin,1,0,1,0,0
dchsykchy,1,0,0,0,1
dchsyplantchotchy,1,0,0,1,0
dchy,27,5,20,2,0
dchyd,1,0,1,0,0
dchydy,1,0,0,1,0
dchykchy,1,1,0,0,0
dchykey,1,1,0,0,0
dchyky,1,0,1,0,0
dchyplantdaiin,1,0,0,1,0
dchyr,1,0,0,1,0
dchytchy,1,1,0,0,0
dckhy,1,0,1,0,0
dckkyplantdain,1,0,1,0,0
dcreaseyshol,1,1,0,0,0
dcsedy,1,0,1,0,0
dcsesor,1,1,0,0,0
dcthody,1,0,1,0,0
dcthyplant,1,0,0,1,0
dd,1,0,0,1,0
ddal,1,0,1,0,0
ddl,1,0,1,0,0
ddor,1,1,0,0,0
ddorplant,1,0,0,1,0
ddy,1,0,1,0,0
ddyplantcthor,1,0,1,0,0
deaiin,1,0,0,1,0
dechoekol,1,0,0,0,1
decthdy,1,0,1,0,0
ded,1,0,0,1,0
dedloy,1,0,0,0,1
dedy,2,0,1,1,0
deeaiir,1,0,1,0,0
deeal,1,0,1,0,0
deeamshol,1,0,0,1,0
deedar,1,1,0,0,0
deedes,1,0,1,0,0
deedy,2,0,1,1,0
deeedy,2,1,1,0,0
deeeese,1,0,1,0,0
deeeod,1,0,1,0,0
deees,1,0,1,0,0
deeety,1,0,1,0,0
deeey,1,0,1,0,0
deeo,2,1,1,0,0
deeocthey,1,1,0,0,0
deeol,1,1,0,0,0
deeor,2,0,1,1,0
deeschdy,1,0,1,0,0
deey,7,0,6,1,0
defo,1,0,1,0,0
dein,1,0,0,1,0
del,1,0,1,0,0
deody,1,0,1,0,0
deol,1,0,1,0,0
dery,1,0,1,0,0
desey,1,0,1,0,0
deshedy,1,1,0,0,0
dey,1,0,1,0,0
dfar,1,1,0,0,0
dg,1,0,0,1,0
dgs,1,0,1,0,0
diagramokeey,1,0,1,0,0
diiiinplant,1,0,0,1,0
diiin,1,0,0,1,0
diir,1,0,1,0,0
diy,1,0,0,1,0
dkain,2,0,2,0,0
dkair,1,0,0,1,0
dkals,1,0,1,0,0
dkam,1,0,0,1,0
dkar,1,0,0,1,0
dkarar,1,0,1,0,0
dkchs,1,0,1,0,0
dkedam,1,0,0,1,0
dkedar,1,0,1,0,0
dkedy,2,0,2,0,0
dkeeeg,1,0,1,0,0
dkeeor,1,0,1,0,0
dkeey,1,0,1,0,0
dkochy,1,1,0,0,0
dkshey,2,0,2,0,0
dkshy,1,0,1,0,0
dky,1,0,1,0,0
dl,18,1,8,9,0
dlal,1,0,1,0,0
dlar,1,1,0,0,0
dlay,1,0,1,0,0
dlchd,2,0,1,1,0
dlchy,1,0,0,1,0
dld,1,0,1,0,0
dlkal,1,0,0,1,0
dlls,1,0,1,0,0
dloctta,1,0,0,1,0
dlosplant,1,0,0,1,0
dlr,1,0,0,1,0
dls,1,0,1,0,0
dlshedy,1,1,0,0,0
dlssho,1,1,0,0,0
dly,2,0,0,1,1
dm,2,0,0,2,0
do,13,1,10,2,0
doaiin,3,0,2,1,0
doair,1,1,0,0,0
doal,1,0,1,0,0
doar,1,1,0,0,0
doaro,1,0,0,0,1
docheeo,1,1,0,0,0
dockhy,1,0,1,0,0
doctho,1,0,1,0,0
dod,1,0,1,0,0
dodaiinplant,1,0,0,1,0
dodar,1,0,1,0,0
dodarplant,1,0,0,1,0
dodl,1,0,1,0,0
dody,5,0,5,0,0
dodyd,1,0,0,1,0
dodyplantcheod,1,0,1,0,0
dodyplantykeey,1,0,1,0,0
doedal,1,0,1,0,0
doee,1,1,0,0,0
doeedeysync,1,0,1,0,0
doeeeesm,1,0,0,1,0
doeey,1,1,0,0,0
doefsheycreasedairyfold,1,0,1,0,0
doeoeasplantsaral,1,0,1,0,0
doicreasen,1,0,1,0,0
doiiin,2,1,1,0,0
doiin,18,10,8,0,0
doiir,8,1,6,1,0
doiiram,1,0,0,1,0
doiis,1,0,0,0,1
doiisaly,1,0,0,0,1
doikhy,1,0,1,0,0
doin,4,4,0,0,0
doiros,1,0,1,0,0
doithy,1,0,1,0,0
dokal,1,0,0,0,1
dokechy,1,0,1,0,0
dokedy,1,0,1,0,0
dokor,1,1,0,0,0
doky,1,0,1,0,0
dol,109,16,90,3,0
dolaiin,1,0,1,0,0
dolar,2,0,1,1,0
dolaram,1,0,0,0,1
dolary,1,0,0,0,1
dolchdsplant,1,0,0,1,0
dolchedy,3,1,1,0,1
dolcheedy,1,0,1,0,0
dolcheey,1,0,1,0,0
dolchey,1,0,1,0,0
dolchl,1,0,1,0,0
dolchoy,1,0,1,0,0
dolchsyckheol,1,0,1,0,0
dold,1,0,0,1,0
doldaiin,1,0,0,1,0
doldaiinplant,1,0,0,1,0
doldam,1,0,0,0,1
doldom,1,0,0,1,0
doldplantdchey,1,0,1,0,0
doldsplantdlod,1,0,0,1,0
doldy,2,0,2,0,0
doleed,1,0,1,0,0
doleeey,1,0,1,0,0
doleodaiin,1,0,1,0,0
dolfchedy,1,0,1,0,0
dolkain,1,0,1,0,0
dolkchy,1,0,1,0,0
dolkedy,1,0,1,0,0
dolkeedy,1,0,1,0,0
dolo,1,0,1,0,0
dolodyplant,1,0,0,1,0
dolol,1,0,0,0,1
dolor,2,0,2,0,0
dolplant,2,0,0,2,0
dolplantdcheodain,1,0,1,0,0
dolplantotchol,1,0,1,0,0
dolrplantsheky,1,0,1,0,0
dolsain,1,0,0,1,0
dolshed,1,0,1,0,0
dolshedy,2,0,2,0,0
dolshyplant,1,0,0,1,0
doltshdy,1,0,1,0,0
doly,3,1,0,1,1
dom,5,0,0,5,0
domplant,1,0,0,1,0
domplantol,1,0,1,0,0
doplant,1,0,0,1,0
doplantshos,1,0,1,0,0
doplantytchody,1,0,1,0,0
dor,70,24,42,4,0
doraiin,1,0,1,0,0
dorain,1,1,0,0,0
doral,1,0,1,0,0
dorar,1,1,0,0,0
dorchdy,1,1,0,0,0
dorchoryplantchkar,1,1,0,0,0
dorchy,1,0,1,0,0
dordod,1,0,0,0,1
dorean,1,0,0,1,0
dorg,1,0,0,1,0
dorkcheky,1,1,0,0,0
dorl,1,0,1,0,0
dorodyplant,1,0,0,1,0
doroiin,2,0,2,0,0
doror,1,1,0,0,0
dorplantytol,1,0,1,0,0
dorshefy,1,0,1,0,0
dorsheoy,1,1,0,0,0
dory,2,0,2,0,0
doryplant,2,0,0,2,0
dos,1,0,0,1,0
dosfoldiin,1,0,1,0,0
dotedy,1,0,0,0,1
doteey,1,1,0,0,0
doteoda,1,0,1,0,0
dotodyplant,1,0,0,1,0
dotsey,1,0,1,0,0
doty,1,0,1,0,0
dpchedy,1,0,1,0,0
dpchy,2,0,2,0,0
dplant,6,0,0,6,0
dplantchekeesshy,1,0,0,1,0
dplantotarplant,1,0,0,1,0
dplantshar,1,0,0,1,0
dplantshey,1,0,1,0,0
dplantykar,1,0,1,0,0
dplantytaiin,1,0,0,1,0
dpy,1,0,1,0,0
dr,1,0,0,1,0
dralas,1,0,0,0,1
drolfigure,1,0,0,1,0
ds,2,0,1,1,0
dsechey,1,1,0,0,0
dsh,2,0,2,0,0
dshaly,1,0,1,0,0
dshdy,2,1,1,0,0
dshe,2,1,1,0,0
dshedal,1,1,0,0,0
dshedy,34,28,4,0,2
dsheedal,1,0,1,0,0
dsheedy,4,2,2,0,0
dsheeo,1,1,0,0,0
dsheeor,1,1,0,0,0
dsheeoteey,1,1,0,0,0
dshees,2,2,0,0,0
dsheey,8,7,1,0,0
dsheo,2,2,0,0,0
dsheodar,1,1,0,0,0
dsheody,2,2,0,0,0
dsheol,9,8,1,0,0
dsheor,3,1,2,0,0
dsheos,1,1,0,0,0
dsheoy,1,1,0,0,0
dshes,1,1,0,0,0
dshey,14,10,4,0,0
dsho,8,4,4,0,0
dshody,2,2,0,0,0
dshol,5,4,1,0,0
dsholdyplantotchol,1,0,1,0,0
dsholy,1,1,0,0,0
dsholyd,1,0,0,1,0
dshoplantdchor,1,1,0,0,0
dshor,12,9,3,0,0
dshoy,1,1,0,0,0
dshy,8,3,5,0,0
dso,1,0,0,0,1
dssy,1,0,1,0,0
dtal,1,0,1,0,0
dtchan,1,0,1,0,0
dtedair,1,0,1,0,0
dteodoiinplantsaroplantqoches,1,0,1,0,0
dtoaiinplant,1,0,0,1,0
dtor,1,1,0,0,0
dtshol,1,1,0,0,0
dxar,1,0,1,0,0
dy,201,2,116,83,0
dyaiin,1,0,0,1,0
dyair,1,1,0,0,0
dychear,1,0,1,0,0
dycheckhy,1,0,1,0,0
dychedy,2,0,2,0,0
dychokchy,1,1,0,0,0
dychy,1,0,0,1,0
dydaim,1,0,1,0,0
dydain,1,0,1,0,0
dydariin,1,0,0,0,1
dydas,1,0,1,0,0
dydchy,1,0,0,1,0
dydy,3,0,2,1,0
dydyd,1,0,1,0,0
dydydy,2,0,2,0,0
dyeees,1,0,1,0,0
dyfchdy,1,0,1,0,0
dyfigure,8,0,0,8,0
dyfigureolshedy,1,0,1,0,0
dyfigureqokeedy,2,0,2,0,0
dygapoteodas,1,0,1,0,0
dygutter,1,0,0,1,0
dykaiin,3,0,3,0,0
dykain,1,0,1,0,0
dykalydaiin,1,0,1,0,0
dykchal,1,0,0,0,1
dykchy,2,1,1,0,0
dykedy,2,0,2,0,0
dykeedain,1,1,0,0,0
dykeedy,2,0,2,0,0
dykeor,1,0,1,0,0
dykey,1,0,1,0,0
dykshy,1,1,0,0,0
dyky,3,0,3,0,0
dykyfigure,1,0,0,1,0
dylches,1,0,1,0,0
dylchsody,1,0,0,0,1
dym,1,0,0,1,0
dyotyds,1,0,0,1,0
dypchy,1,0,1,0,0
dyplant,16,0,0,16,0
dyplantchecthedy,1,0,1,0,0
dyplantcheocthy,1,0,1,0,0
dyplantchetcho,1,0,1,0,0
dyplantchodaiinplant,1,0,0,1,0
dyplantchol,2,0,2,0,0
dyplantchor,1,0,1,0,0
dyplantchy,1,0,1,0,0
dyplantcphy,1,0,1,0,0
dyplantdaiin,2,0,2,0,0
dyplantdain,1,0,1,0,0
dyplantdal,1,0,1,0,0
dyplantdar,2,0,2,0,0
dyplantdchar,1,0,1,0,0
dyplantdchepain,1,0,1,0,0
dyplantdol,1,0,1,0,0
dyplantdor,1,0,1,0,0
dyplantdy,1,0,1,0,0
dyplantdykyplantckhdy,1,0,1,0,0
dyplanteedy,1,0,1,0,0
dyplantodaiilplantykchy,1,0,1,0,0
dyplantokchol,1,0,1,0,0
dyplantokchy,1,0,1,0,0
dyplantokyplantotal,1,0,1,0,0
dyplantopchol,1,0,1,0,0
dyplantor,1,0,1,0,0
dyplantotcho,1,0,1,0,0
dyplantoty,1,0,1,0,0
dyplantqokees,1,0,1,0,0
dyplantsargplant,1,0,0,1,0
dyplantshdyplantcho,1,0,1,0,0
dyplantykar,1,0,1,0,0
dyplantytchar,1,0,1,0,0
dys,1,0,0,1,0
dysfigureochedy,1,0,0,1,0
dytain,1,0,1,0,0
dytal,1,0,1,0,0
dytary,1,0,1,0,0
dytchdy,1,0,0,1,0
dytchor,1,1,0,0,0
dytchy,2,0,2,0,0
dytedy,2,0,2,0,0
dyteey,2,2,0,0,0
dytey,1,0,1,0,0
dytoly,1,1,0,0,0
dytory,1,0,1,0,0
dytshedy,1,0,1,0,0
dytshy,1,0,1,0,0
dyty,2,0,2,0,0
dytydy,1,0,1,0,0
e,3,0,0,0,3
eain,1,0,1,0,0
eair,1,0,1,0,0
ealam,1,0,0,1,0
ear,1,0,1,0,0
echa,1,0,1,0,0
echedy,1,0,1,0,0
echkolal,1,0,0,1,0
echty,1,0,1,0,0
echy,1,0,1,0,0
ecky,1,0,1,0,0
ecsy,1,0,0,0,1
eddy,1,0,0,0,1
eear,1,0,1,0,0
eedol,1,0,1,0,0
eedy,5,0,5,0,0
eeecfhy,1,0,1,0,0
eeedeed,1,0,1,0,0
eeedy,8,0,8,0,0
eeeey,1,0,1,0,0
eeeodaiin,1,0,1,0,0
eeeody,1,0,1,0,0
eeeokor,1,0,1,0,0
eeeoloy,1,0,0,0,1
eeeolyplant,1,0,0,1,0
eeeos,1,0,1,0,0
eeer,1,0,1,0,0
eees,8,0,8,0,0
eeesaiin,1,0,0,1,0
eeesal,1,0,1,0,0
eeesplant,1,0,0,1,0
eeey,1,0,1,0,0
eekain,1,0,1,0,0
eenplant,1,0,0,1,0
eeo,1,1,0,0,0
eeodaiin,1,0,1,0,0
eeody,1,0,1,0,0
eeoeety,1,0,0,0,1
eeol,2,0,2,0,0
eeor,4,0,3,0,1
eeos,1,0,1,0,0
eeoseeos,1,0,1,0,0
ees,6,1,5,0,0
eesey,1,0,1,0,0
eesos,1,0,0,1,0
eesy,1,0,1,0,0
eesydy,1,0,0,1,0
eetees,1,0,1,0,0
eey,3,0,3,0,0
efaloir,1,0,1,0,0
efchedy,1,0,1,0,0
ek,1,0,1,0,0
ekaiin,1,0,1,0,0
ekais,1,0,1,0,0
ekar,1,0,1,0,0
ekcheyfoldor,1,0,1,0,0
